,kingdom,phylum,class,order,family,genus,species,query
75,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,Alpinia formosana,Alpinia formosana
76,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,Alpinia galanga,Alpinia galanga
77,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,Alpinia nutans,Alpinia nutans
78,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,Alpinia purpurata,Alpinia purpurata
79,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Alzateaceae,Alzatea,Alzatea verticillata,Alzatea verticulata
80,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,Amaranthus  caudatus
81,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus retroflexus,Amaranthus  retroflexus
82,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Hygroamblystegium varium,Amblystegium varium
83,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Amomum,Amomum compactum,Amomum compactum
84,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha,Amorpha fruticosa,Amorpha fruticosa
85,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Amorphophallus,Amorphophallus konjac,Amorphophallus rivieri 
86,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Amorphophallus,Amorphophallus titanum,Amorphophallus titanum
87,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Amphitecna,Amphitecna latifolia,Amphitecna latifolia
88,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Anacampserotaceae,Anacampseros,Anacampseros rufescens,Anacampseros rufescens
89,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ananas,Ananas comosus,Ananas comosus
90,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,Andromeda polifolia,Andromeda glaucophylla
91,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Andropogon,Andropogon gerardii,Andropogon gerardii
92,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone hupehensis,Anemone hupehensis
93,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Anethum graveolens,Anethum graveolens
94,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Angelonia,Angelonia angustifolia,Angelonia  angustifolia
95,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Angraecum,NA,Angraecum sequipedale
96,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anguloa,Anguloa clowesii,Anguloa clowesii
97,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona cherimola,Annona cherimola
98,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona glabra,Annona glabra
99,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona muricata,Annona muricata
100,Plantae,Anthocerotophyta,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,NA,Anthoceros
101,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium andraeanum,Anthurium andraeanum
102,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium crystallinum,Anthurium crystallinum
103,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium gracile,Anthurium gracile
104,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium grandifolium,Anthurium grandifolium
105,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium polyschistum,Anthurium polyschistum
106,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium scandens,Anthurium scandens
107,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium scherzerianum,Anthurium scherzerianum
108,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,NA,Anthurium wendligen
109,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Aphelandra,NA,Aphelandra 
110,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Disocactus,Disocactus martianus,Aporocactus conzattii
