"","kingdom","phylum","class","order","family","genus","species","kingdom_id","phylum_id","class_id","order_id","family_id","genus_id","species_id","query"
"120","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena sanderiana","6","7707728","196","1169","7683","2752062","7431653","Dracaena sanderana"
"121","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena sanderiana","6","7707728","196","1169","7683","2752062","7431653","Dracaena sanderana virescens"
"122","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Duranta","Duranta erecta","6","7707728","220","408","6689","2925654","2925655","Duranta repens"
"123","Plantae","Tracheophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum hyemale","6","7707728","246","954","3105","2687913","2687927","Equisetum hyemale"
"124","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinocactus","Echinocactus grusonii","6","7707728","220","422","2519","3084089","7280494","Echinocactus grusonii"
"125","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Epidendrum","Epidendrum ciliare","6","7707728","196","1169","7689","5297341","5320796","Encyclia ciliare"
"126","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Epidendrum","Epidendrum ciliare","6","7707728","196","1169","7689","5297341","5320796","Epidendrum ciliare"
"127","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Epidendrum",NA,"6","7707728","196","1169","7689","5297341",NA,"Epidendrum cochleatum"
"128","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Epidendrum","Epidendrum radicans","6","7707728","196","1169","7689","5297341","5320619","Epidendrum radicans"
"129","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Epiphyllum",NA,"6","7707728","220","422","2519","3084180",NA,"Epiphyllum"
"130","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Epipremnum","Epipremnum aureum","6","7707728","196","551","6979","2868270","2868323","Epipremnum aureum"
"131","Plantae","Tracheophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum",NA,"6","7707728","246","954","3105","2687913",NA,"Equisetum"
"132","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA,"6","7707728","220","1414","4691","3063749",NA,"Euphorbia"
"133","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia aeruginosa","6","7707728","220","1414","4691","3063749","3068143","Euphorbia aeruginosa"
"134","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia cotinifolia","6","7707728","220","1414","4691","3063749","3067261","Euphorbia cotinifolia"
"135","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia heterophylla","6","7707728","220","1414","4691","3063749","3064495","Euphorbia cyathophora"
"136","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia decaryi","6","7707728","220","1414","4691","3063749","3068904","Euphorbia decaryi"
"137","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia lactea","6","7707728","220","1414","4691","3063749","3069859","Euphorbia lactea"
"138","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia lactea","6","7707728","220","1414","4691","3063749","3069859","Euphorbia lactea cristata"
"139","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia leuconeura","6","7707728","220","1414","4691","3063749","3066177","Euphorbia leuconeura"
"140","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia mammillaris","6","7707728","220","1414","4691","3063749","3065765","Euphorbia mammilaris"
"141","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia mauritanica","6","7707728","220","1414","4691","3063749","7926635","Euphorbia mauritanica"
